date,press_emb_0,press_emb_1,press_emb_2,press_emb_3,press_emb_4,press_emb_5,press_emb_6,press_emb_7,press_emb_8,press_emb_9,press_emb_10,press_emb_11,press_emb_12,press_emb_13,press_emb_14,press_emb_15,press_emb_16,press_emb_17,press_emb_18,press_emb_19,press_emb_20,press_emb_21,press_emb_22,press_emb_23,press_emb_24,press_emb_25,press_emb_26,press_emb_27,press_emb_28,press_emb_29,press_emb_30,press_emb_31
2021-01-11,-0.09156029,0.23857364,-0.19179155,-0.5178974,0.009067509,0.0014354996,-0.11872183,-0.0018556677,0.022179618,-0.025866106,0.15249348,-0.2817767,-0.13963914,0.44130874,-0.013594843,0.032719597,0.08707872,-0.6268973,-0.07666588,-0.34825006,-0.48140365,-0.17374732,-0.35825396,-0.07813485,0.2960601,-0.19988239,0.12576623,0.20218396,-0.5131506,0.16720128,-0.34858674,0.23424023
2021-01-12,-0.37257934,0.49801478,-0.35984877,-0.63642764,0.32917988,0.13597722,-0.3598139,-0.0055807345,0.046326235,0.00059232116,-0.19506146,-0.31882945,-0.36126024,0.14315994,-0.13247652,0.14968976,0.26899388,-0.6301866,-0.43151054,-0.26518524,-0.14981791,0.044054303,-0.44866848,-0.06052044,-0.1190093,-0.15058514,0.33568275,0.52241415,-0.28995112,-0.1742996,-0.47725445,0.47755906
2021-01-13,0.0059934407,0.10684916,-0.2107633,-0.19809681,0.008093573,0.10787371,-0.08562221,-0.016258921,-0.08000335,-0.02242258,-0.018141836,-0.15993273,-0.074897684,0.009193048,-0.032806505,0.10017382,0.04152593,-0.30708548,-0.12582022,-0.11979638,-0.0757037,-0.00025836378,-0.20224828,-0.11573715,-0.032649398,-0.011085756,0.11046349,0.13478765,-0.1905263,0.0143875405,-0.077340096,0.11829717
2021-01-14,-0.09022826,0.78253585,0.53166306,-0.3891226,0.69518995,-0.059824314,-0.29356077,-0.061584044,-0.24587779,0.67026085,-0.098348126,0.16581917,0.0986101,-0.20581001,-0.7055112,0.45648593,-0.053573277,-0.6191613,-0.55368185,0.5391417,0.20194682,-0.7658459,-0.22432184,-1.0004008,-0.6583363,0.20032531,0.3439081,0.18327256,0.32126415,-0.53934604,0.047857374,0.1645334
2021-01-15,0.32329813,0.18518937,0.09194623,0.21085927,0.22674075,-0.1329654,-0.0819419,0.2855282,0.15947042,-0.065009795,0.013805963,0.40593377,0.27773082,-0.1913135,0.16021204,0.06197296,-0.34085035,0.067064136,-0.12025517,0.07962145,-0.47970623,-0.26152456,0.047026195,0.20954758,-0.7537138,0.07181983,-0.08278829,-0.056641027,0.031749316,0.18130374,0.038331553,-0.16299617
2021-01-16,-0.45488316,0.7505057,0.3633735,0.012733936,0.5401586,-0.0075552613,0.071462974,-0.3238203,-0.09114104,0.84178966,0.022783056,0.061098374,-0.22288573,-0.4726591,-0.83735085,0.45716864,0.12614948,-0.5404936,-0.74814224,0.29699767,-0.028461032,-0.7305308,-0.05330094,-0.9478453,-0.43627375,0.24428296,0.45972186,-0.0044459105,0.19047546,-0.43089664,0.15212941,0.32252198
2021-01-17,-0.36249787,0.6522218,-0.041188307,-1.4545059,0.43155622,-0.32853693,-0.48403746,0.32149315,0.39594924,0.010700192,0.18986891,-0.044779398,-0.17132229,0.9638157,0.10655395,-0.13782866,-0.0860053,-0.77718943,-0.23748496,-0.5447105,-0.9165624,-0.3082584,-0.43507254,0.064092755,0.16847114,-0.5011204,0.058982648,0.33383125,-0.5675369,0.106069915,-0.9859959,0.2838832
2021-01-18,-0.44834685,0.78685015,-0.16752352,-1.158339,0.6118721,-0.062498096,-0.42476773,0.27467233,0.18232216,0.11908352,-0.21675353,0.034347318,-0.32116097,0.36456323,0.03626936,-0.05856517,-0.011574734,-0.45305163,-0.5747479,-0.15175052,-0.1534589,0.024142988,-0.36491168,0.1821903,-0.3270769,-0.27696216,0.18356012,0.38135877,-0.16968507,-0.30492082,-0.710526,0.30149472
2021-01-19,0.9707102,-0.0580144,0.64936686,-1.411272,-0.3400804,-0.73714936,0.027676038,0.7866933,0.64710635,-0.40066764,0.9583107,0.7783246,0.8797794,1.3523961,0.79005414,-0.76400596,-1.4354393,-0.30180055,0.7731282,-0.48646647,-1.52681,-1.1867994,-0.006888829,0.15260011,0.38216162,-0.03755351,-1.1507794,-0.8613929,-0.5057624,0.74245423,-0.6313746,-0.71550745
2021-01-20,-0.58140105,0.4204944,0.12353274,0.051458374,0.34714428,0.10938908,0.08604993,-0.27965245,0.07564765,0.6855404,0.08138737,0.03484749,-0.47696352,-0.37811673,-0.8118967,0.33275896,0.07162299,-0.18177801,-0.8323417,-0.21629766,-0.26717976,-0.13880168,0.14178994,-0.29366964,-0.35674435,0.17987695,0.27987847,-0.03055799,0.18003756,-0.17883077,-0.010244712,0.21555862
2021-01-21,-0.59189075,0.6927712,-0.3927095,-0.85154206,0.46366942,0.045648042,-0.43376487,-0.03540806,0.13767628,0.024073176,-0.13687564,-0.44055745,-0.4958154,0.33485097,-0.14438564,0.16982284,0.40975276,-0.8525003,-0.50275314,-0.409844,-0.40623224,-0.019163497,-0.5516173,-0.015741706,0.0015128702,-0.3354915,0.43312082,0.6812147,-0.45384067,-0.12178955,-0.7177189,0.6673232
2021-01-22,0.52604014,0.12461204,0.0055219084,-1.0973842,-0.30975568,-0.1436021,0.05696833,0.32988107,0.15485494,-0.18710795,0.37098902,0.27421033,0.23437214,0.9093231,0.43240634,-0.4879542,-0.69632405,-0.59909797,0.23496985,-0.3035006,-0.72295195,-0.6154877,-0.43496466,0.1587308,0.40204585,-0.03338688,-0.3612422,-0.3944293,-0.69312245,0.32553068,-0.33488476,-0.18877241
2021-01-23,-0.41937464,1.2220861,0.7173556,-1.056396,0.8749892,-0.43198583,-0.18953383,0.68668866,-0.08816704,0.8490263,0.3418079,0.33213,-0.16527241,0.56447846,0.11732011,-0.1726164,-0.46119,-0.10804006,-0.7969221,0.2439676,-0.17921244,-0.2885083,0.05313675,-0.24134251,-0.3474235,-0.36523795,-0.20280458,-0.24338838,-0.07668554,-0.18695807,-0.67901385,-0.46903273
2021-01-24,-0.36857748,1.1718976,0.5425513,-0.8543125,1.0370073,-0.15169542,-0.41567603,0.5082853,-0.124172755,0.7695387,-0.30318618,0.39846483,0.019995548,-0.104812056,-0.16078684,0.09922613,-0.27116817,-0.2661194,-0.9141672,0.5620282,0.5629929,-0.3983122,0.04117404,-0.8895668,-1.0277833,0.22050998,0.059263565,0.12596151,0.49248475,-0.8554567,-0.35644475,-0.08881322
2021-01-25,-1.2796919,0.64584315,-0.6268393,-0.6957107,0.33093485,0.294533,0.25651765,-0.28141674,0.7394738,0.51223993,-0.23328109,0.14563107,-1.1452577,-0.17672528,-0.70408905,-0.19818099,0.02868158,-0.112517156,-1.3284063,-0.8722076,-0.64948267,0.2281035,0.0672648,0.83435464,-0.122887686,0.043341607,0.32400742,0.01840575,-0.16717228,-0.38479304,-0.5708316,0.7150011
