date,attendences,avg_temp,max_temp,min_temp,precipitation,max_hourly_rain,Mon,Tue,Wed,Thu,Fri,Sat,Sun,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,press_count,press_titles,press_emb_0,press_emb_1,press_emb_2,press_emb_3,press_emb_4,press_emb_5,press_emb_6,press_emb_7,press_emb_8,press_emb_9,press_emb_10,press_emb_11,press_emb_12,press_emb_13,press_emb_14,press_emb_15,press_emb_16,press_emb_17,press_emb_18,press_emb_19,press_emb_20,press_emb_21,press_emb_22,press_emb_23,press_emb_24,press_emb_25,press_emb_26,press_emb_27,press_emb_28,press_emb_29,press_emb_30,press_emb_31
2022-03-16,1698,9.1,17.9,0.2,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.0,"독립기념관, 가정에서 체험하는 온라인 독도교육 실시 | 경북 독립운동가 16명, 독립유공자로 추가 확정 | 초등학생 독도교육 '손 끝 터치'로 시작 | 역사의 주춧돌 위에 미래 쌓아 올리는 용산 [현장 행정]",-0.06620479,0.019064937,-0.015084541,-0.014320383,0.04514037,-0.07721266,-0.14746314,-0.013494661,0.0037477482,0.008798886,-0.017321235,-0.036298282,0.073852755,-0.047047958,-0.14421663,-0.05605246,-0.07692925,0.067118384,0.00903574,-0.012623416,-0.05519419,0.083109446,0.068686366,-0.044321544,-0.1665453,0.059094056,-0.050445303,-0.022728935,0.07009558,0.09888065,0.06367657,-0.08326715
2022-03-17,995,8.5,10.7,6.8,4.5,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.0,"운강 이강년 의병대장 학술대회 자료집 발간 | 간도·하와이 퍼져나간 '인천의 항일음악' | 주정차 앱 휘슬, 충청남도 천안시 아산시에 서비스 시작 | 휘슬, 충남 천안시·아산시에 주정차 단속 알림 서비스 제공 | 휘슬, 충남도 천안시·아산시에 서비스 시작 | [세상을 읽는책 │인터뷰- 고혜련 독일 뷔르츠부르그대 한국학 교수] 독일 사... | 휘슬, 충청남도 천안시·아산시에 서비스 시작",-0.06132632,0.026109815,0.0140852975,-0.052861482,0.03653931,-0.13307962,-0.1271334,-0.022909194,0.021485494,0.04178123,0.027408523,-0.038835697,0.092809156,-0.045297213,-0.1170484,-0.05420731,-0.050833415,0.122227386,0.026088346,-0.040288545,-0.030344263,0.071166374,0.087902956,-0.011921089,-0.16412425,0.035906363,-0.044258323,-0.030140383,0.01949287,0.122032784,0.05867323,-0.13688281
2022-03-18,1607,6.9,8.9,5.3,2.3,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.0,"TBC)""구미지역 독립운동 열기도 뜨거웠다"" | 독립기념관, 가정에서 체험하는 온라인 독도교육… '내 손안의 독도' | 대한민국임시정부 수립 과정을 한눈에...‘국립대한민국임시정부기념관’ | 120년 전에도 K열풍  독일인이 본 대한제국은 자주 개화 역사",-0.06618042,0.05502582,-0.027253151,-0.020165386,0.05054533,-0.0628057,-0.15082797,-0.00547757,0.0060506556,-0.00014631823,-0.020100024,-0.038859025,0.097364224,-0.05300028,-0.1349243,-0.048771217,-0.08300606,0.05330974,0.0028975941,-0.0037289988,-0.056204192,0.099353075,0.06976586,-0.07414537,-0.15959883,0.056060642,-0.038989943,-0.0382481,0.06755435,0.065850176,0.03978844,-0.08306182
2022-03-19,3137,3.7,6.7,1.2,6.7,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,,-0.059113808,0.049278006,-0.04165333,-0.00235668,0.036502462,-0.11307298,-0.05586378,0.022829719,-0.022006718,-0.014589231,-0.033636693,-0.025775114,0.12476952,-0.15255022,-0.17033929,-0.018486217,-0.013484448,0.11502063,-0.036652446,0.010184698,0.036428593,0.0922533,0.0837511,-0.03937439,-0.13368009,0.08887066,-0.11443314,-0.0138579905,0.050140195,0.10886709,0.04193622,-0.095955186
2022-03-20,4463,4.3,9.9,0.5,0.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,,-0.059113808,0.049278006,-0.04165333,-0.00235668,0.036502462,-0.11307298,-0.05586378,0.022829719,-0.022006718,-0.014589231,-0.033636693,-0.025775114,0.12476952,-0.15255022,-0.17033929,-0.018486217,-0.013484448,0.11502063,-0.036652446,0.010184698,0.036428593,0.0922533,0.0837511,-0.03937439,-0.13368009,0.08887066,-0.11443314,-0.0138579905,0.050140195,0.10886709,0.04193622,-0.095955186
2022-03-21,404,4.2,10.9,-2.9,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.0,"산청 남사예담촌의 매화 향기 [여기어때] | 산청 남사예담촌으로 떠나는 매화 여행…다섯 매화 품은 고택 운치 | 산청 남사예담촌, 겨울 지나 봄 맞는 다섯 매화 품은 고택 … “봄나들이 운치... | 산청 남사예담촌의 그윽한 매화 향기...봄나들이 떠나자 | '오매불망' 산청 남사예담촌의 매화 향기 | 산청 남사예담촌 매화 향기 ‘오매불망(五梅不忘)’ | 보행로 없는 등굣길…학생·주민 안전 ‘적신호’",-0.068953216,0.045897715,-0.004934339,-0.031618163,0.050531134,-0.13355425,-0.12902635,0.004800331,0.030580672,0.029801793,-0.00316102,-0.03823881,0.09895629,-0.06140133,-0.12913215,-0.06272322,-0.061803587,0.10081428,0.013100322,-0.032746352,-0.022341762,0.07511979,0.09727018,-0.045367375,-0.17437372,0.055989016,-0.051204134,-0.01874283,0.046036214,0.097549826,0.036646135,-0.12143702
2022-03-22,2015,5.7,12.5,-1.9,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.0,"익산지역 독립운동사 담은 익산항일독립운동기념관 개관 | 호국정신 계승 익산 '항일독립운동 기념관' 개관 | 산청 남사예담촌 7매 향기， 봄 나들이 유혹에 취하다 | [기획특집] 매화 향기 가득 품은 산청 남사예담촌 | 춘천의병마을 ‘시민역사학교' 운영 | 매화 향기 가득한 산청 남사예담촌으로 떠나자 | 산청군 남사예담촌, ‘오매불망(五梅不忘)’ 매화 향기 가득",-0.06728485,0.038837753,0.005130549,-0.027482763,0.04470235,-0.11290671,-0.13115546,-0.00046652183,0.015305495,0.01082211,-0.018031178,-0.039649323,0.09370652,-0.08002897,-0.1426309,-0.05726219,-0.06938633,0.101765856,0.0146863945,-0.028262528,-0.02373518,0.096507035,0.083061755,-0.04888131,-0.17909715,0.05372335,-0.06579096,-0.012264401,0.051818583,0.08832226,0.035475153,-0.13073578
2022-03-23,1396,4.4,9.3,0.7,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.0,"익산시, ‘항일독립운동 기념관’ 개관 | 익산 솜리가정사랑학교 조환구 대표 공로패 받아 | 지역 소식 (군산·익산·순창·장수) | 인천시 '한성 임시정부' 역사 고증작업 나선다",-0.067652605,0.0284686,-0.0040928246,-0.06365131,0.04437221,-0.109704375,-0.13176778,0.0012633838,0.014771933,0.035899542,-0.0031541674,-0.037130028,0.113782935,-0.06517422,-0.14462104,-0.041219994,-0.049759883,0.1237122,0.02550703,-0.029681051,-0.03015635,0.09681921,0.05939459,-0.018783372,-0.18914686,0.053145416,-0.08999138,-0.01938013,0.043021407,0.107568584,0.05491236,-0.13985299
2022-03-24,1301,6.7,15.0,-1.5,0.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.0,"호주 선교의 역사, 3.1만세운동 진원지를 찾아 | [단독]한성감옥 옥중도서관서… 구한말 개혁파들, 근대 민주국가 꿈꿨다 | 광주시 서구,‘바르게 걷기 홍보단 자조모임’성료 | 광주 서구, '바르게 걷기 홍보단 자조모임' 성료 | 광주 서구 ‘바르게 걷기 홍보단 자조모임’ 성료",-0.062075965,0.03149635,0.0027628383,-0.09107649,0.04852955,-0.14679106,-0.12912585,0.0063088685,0.015052596,0.04731111,0.040738348,-0.045608968,0.13076451,-0.056290433,-0.15838495,-0.042629376,-0.059084818,0.1492,0.039209533,-0.044142574,-0.03735282,0.07092196,0.07724294,0.03330128,-0.19071078,0.04305206,-0.09103244,-0.008874182,0.06740677,0.09474113,0.04545592,-0.15368333
2022-03-25,1923,11.4,18.0,2.8,8.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,,-0.059113808,0.049278006,-0.04165333,-0.00235668,0.036502462,-0.11307298,-0.05586378,0.022829719,-0.022006718,-0.014589231,-0.033636693,-0.025775114,0.12476952,-0.15255022,-0.17033929,-0.018486217,-0.013484448,0.11502063,-0.036652446,0.010184698,0.036428593,0.0922533,0.0837511,-0.03937439,-0.13368009,0.08887066,-0.11443314,-0.0138579905,0.050140195,0.10886709,0.04193622,-0.095955186
2022-03-26,4038,11.1,14.6,5.7,15.1,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,안중근 의사 순국 112주년…추모행사 열려,-0.08074926,0.049331285,-0.00073751714,-0.08753877,0.059291676,-0.13260585,-0.13146071,0.0006649401,0.0037053395,0.062275406,0.040546875,-0.04735876,0.12791678,-0.045474365,-0.15429528,-0.043960623,-0.0650024,0.1470721,0.038774874,-0.046834514,-0.04656263,0.08011901,0.08704603,0.026498072,-0.1985609,0.044862155,-0.080368735,-0.018197037,0.053317133,0.109949425,0.048947453,-0.16076851
2022-03-27,6635,7.1,14.3,0.1,0.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2.0,"광주학생독립운동기념회관, ‘역사탐방 강사 연수‘ | 광주학생독립운동기념회관, 광주정신 역사탐방 프로그램 4월부터 시작",-0.07941112,0.0076362453,0.0049978103,-0.05326332,0.043676753,-0.09770369,-0.11468305,0.021929253,0.006712878,-0.0032227673,-0.0053742747,-0.04738073,0.1292938,-0.08009231,-0.17365208,0.008441057,-0.039058264,0.071101785,0.015346769,-0.014910756,-0.023586243,0.10439624,0.10203779,-0.085890025,-0.1862014,0.0688117,-0.07888126,-0.037372246,0.07530107,0.10129741,0.07998276,-0.15471113
2022-03-28,408,6.1,14.4,-2.5,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.0,'한성감옥 도서대출대장' 숱한 독립운동가들을 증명하다 | 월남 이상재 서거 95주년 기념 자료공개행사 및 학술회의 개최 | 광주정신 역사탐방 강사 역량강화 현장 연수,-0.07226539,0.023837324,0.017600918,0.003081955,0.030960582,-0.08013369,-0.14180727,-0.01962075,-0.0075724144,0.0018486716,-0.009109052,-0.061236843,0.087867394,-0.063123375,-0.10186787,-0.06177266,-0.07539846,0.078303516,0.027288001,-0.016257504,-0.026174761,0.05430629,0.06770262,-0.04265724,-0.16011348,0.06039814,-0.059470326,-0.029474238,0.06892757,0.06751285,0.051469557,-0.10619134
2022-03-29,1951,8.4,17.9,-1.3,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,[지자체 오늘 뉴스] 광주서구 남원시 담양군,-0.07314628,0.039234903,-0.028015643,-0.10652227,0.05816911,-0.13581118,-0.12942396,-0.0022701472,0.0050259624,0.05550158,0.05421869,-0.06265898,0.1289517,-0.05478867,-0.16890447,-0.057666756,-0.04844603,0.17125432,0.043847498,-0.053494394,-0.03421272,0.08962253,0.07833021,0.036797702,-0.20166364,0.035435583,-0.08199103,-0.009052761,0.04163941,0.12162499,0.035696343,-0.1440629
2022-03-30,1359,10.4,17.5,1.8,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.0,많은 독립운동가 한성감옥 거쳤다 입증 이상재 관련 자료 공개 | 한성감옥 도서 대출 장부 공개...독립기념관 학술 대회 개최 | '한성감옥 도서대출대장'...당시 많은 독립운동가 입증 | “한성감옥은 독립운동가들의 공부방”…이상재 서거 95주기 자료 140여 점 공... | [TJB 리포트]독립운동가들의 애독서는  | [작가와의 만남] 『우아한 루저의 나라』 저자 고혜련 | 범죄취약 지역·스쿨존을 환하게 … 페인트로 '더 나은 세상' 色 입히다,-0.08095239,0.02946582,0.0014139256,0.015961554,0.02694358,-0.0692661,-0.13486472,0.006597204,-0.0234923,-0.003581833,-0.013920022,-0.07957596,0.08313063,-0.05725039,-0.11034119,-0.064291224,-0.08656298,0.051304825,0.0034161247,-0.0017658789,-0.01863756,0.052415207,0.07324748,-0.04782872,-0.14632961,0.061595697,-0.02955206,-0.026733074,0.09038794,0.05251739,0.048290495,-0.08263182
2022-03-31,1461,10.2,14.1,6.7,0.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.0,"독립기념관, 4월의 독립운동가 전시회 개최 | ‘2022년 4월의 독립운동가’에 신민회 주역 안태국 선생 선정 | 어제의 눈물로 피어난 오색빛깔 골목길 | 너 어디 사니  ""방구마을""…대가리, 사탄마을 모두 실제 지명입니다 | 방구마을,방광리..이름과 달리 거짓말처럼 매력적인 곳 | 성덕주 예비후보 6.1지선 경남도지사 출마 선언 | [리포트]월남 이상재 선생 95주기..기증 물품 공개 | 4월 1일 만우절 맞아 떠나는 재미있는 지명의 국내 여행 지역 | 대가리부터 사탄마을...만우절 맞아 이색 이름 국내 지역 5곳",-0.06842696,0.03921591,-0.0035616672,-0.019314159,0.024245027,-0.10523204,-0.1347453,-0.003375074,0.018075094,0.034143206,0.002130832,-0.04715273,0.092785284,-0.06441109,-0.13509323,-0.05563438,-0.068879,0.091064095,0.013046354,-0.031085232,-0.024068885,0.07573428,0.092212714,-0.040688,-0.1618006,0.044386864,-0.05272044,-0.018102355,0.0572512,0.10064518,0.036805984,-0.11078345
2022-04-01,2246,8.0,15.0,1.5,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.0,"독립기념관, 4월 독립운동가 선정 '신민회 안태국' | 신민회 일원으로 애국계몽운동에 헌신 | 공주시, 제103주년 석송3.1독립만세 기념행사 열려 | 제103주년 공주 석송3.1독립만세 기념행사 열려... 해마다 4월 1일 거행 | 만우절 장난보다 더 거짓말 같은 곳에서 여행을…특이한 이름의 다섯 마을은 | 방구마을로 여행가자고  만우절에는 더욱 못믿을 거짓말 같은 여행지 5 | 방광리, 대가리, 발리 등 재미있는 지명을 가진 국내 지역 5곳",-0.069226295,0.034397334,-0.010502321,-0.0300661,0.02520547,-0.10275045,-0.14081682,-0.023750454,0.025288377,0.020962434,-0.008205559,-0.032467462,0.08770695,-0.04700013,-0.12692045,-0.045961645,-0.072699666,0.09473079,0.0121201165,-0.026270526,-0.036431313,0.06974739,0.07950899,-0.035060633,-0.16710109,0.026652988,-0.06379149,-0.020388886,0.05904147,0.08384086,0.037758216,-0.11454002
2022-04-02,6911,6.2,15.2,-2.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,"공주시, 제103주년 '석송3.1독립만세' 기념행사",-0.07661698,0.038017236,-0.004681467,-0.11294937,0.050909273,-0.15461342,-0.12493688,0.0032817945,0.015708117,0.054615468,0.048444357,-0.054819457,0.14145857,-0.05024467,-0.164989,-0.03233263,-0.06113214,0.16220061,0.041865047,-0.036970057,-0.04977028,0.07815389,0.08753675,0.03754936,-0.18471447,0.036111552,-0.095120184,-0.014279671,0.049635995,0.10287119,0.04951355,-0.1509682
2022-04-03,7402,7.9,16.2,-1.5,0.0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5.0,"새로운 100년을 열어줄 찬란한 100년의 기억 [밀착취재] | 공주시, 제103주년 석송 3.1 독립만세 기념행사 열려 | 제103주년 공주 석송 3.1독립만세 기념행사 4월 1일 개최 | '항일작가' 이석성 선생 소설 '홍수 전야' 다룬 보도 찾았다 | 발리에서 사탄마을까지…재미난 이름만큼 빼어난 절경 명소",-0.071687914,0.031883996,0.006538709,-0.043935627,0.021536171,-0.13679963,-0.12678072,-0.0011457447,0.012950905,0.039456487,0.018067036,-0.073441185,0.10792349,-0.06393276,-0.13336834,-0.05028581,-0.0625398,0.11466044,0.013949461,-0.026514309,-0.028395908,0.058174036,0.09112966,-0.002012018,-0.14475703,0.037096687,-0.06098173,-0.018312927,0.029926779,0.10484525,0.046119567,-0.10007233
2022-04-04,510,8.5,17.5,-0.2,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,일제 '저항작가' 이석성 소설 '홍수 전후' 기록물 발견,-0.09472592,0.068207644,-0.0074924296,-0.091504805,0.06264312,-0.13175984,-0.1360191,0.028164092,-0.032521687,0.033264764,0.02543957,-0.063823074,0.12705992,-0.089639895,-0.15108049,-0.042847674,-0.07892969,0.15961169,0.008562643,-0.039412037,-0.048603825,0.06273039,0.096738756,0.04684986,-0.16797826,0.06419905,-0.070510104,-0.012262609,0.07212025,0.10390068,0.03626059,-0.13396204
2022-04-05,2195,8.6,17.9,-0.9,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.0,"유희태 예비후보, 완주 독립운동기념관서 무궁화 식재 | [온누리]4.4 | 나주 출신 저항작가 이석성 선생, 두번째 소설 발견 | 유희태 완주군수 예비후보 식목일 맞아 '나라꽃 무궁화' 식재 | 유희태 예비후보 식목일 맞아 ‘나라꽃 무궁화’ 식재",-0.07453138,0.053185858,0.0047231615,-0.05889742,0.05492042,-0.15760761,-0.12948193,-0.0013253614,0.010111576,0.061521053,0.042539794,-0.064330846,0.12752424,-0.06545876,-0.1437719,-0.0634352,-0.06764311,0.1484385,0.015653223,-0.046190724,-0.03461182,0.070198074,0.08987011,0.031460732,-0.18051481,0.044624418,-0.05932926,-0.019024372,0.032595467,0.12367254,0.049608424,-0.1410977
2022-04-06,1911,10.2,18.9,2.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,"포항문화원, 내달 경북 독립운동사 아카데미 개강 | 포항문화원, 내달부터 경북 독립운동사 아카데미 | 포항문화원, 경북 독립운동사 아카데미 수강생 모집",-0.056834113,0.013424519,-0.020742383,-0.08697882,0.052836426,-0.111206606,-0.14841658,0.0055945143,-0.0076872203,0.039533127,0.0130045265,-0.023651557,0.0805112,-0.036942173,-0.16368186,-0.018411122,-0.06255271,0.11692776,0.044174258,-0.033377476,-0.037963368,0.094049014,0.08053077,-0.0007305294,-0.20713297,0.037499554,-0.09964013,-0.016926013,0.07957759,0.10475752,0.047670595,-0.15077943
2022-04-07,1733,10.9,17.5,5.3,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.0,"[사설] 진전 8의사 묘역, 지역 독립운동사의 성지 | 포항문화원 경북 독립운동사 아카데미 수강생 모집 | 호남호국기념관, 임시정부 수립 103주년 맞이 4월 문화 행사 진행 | 앞으로도 우리 동네 수호천사로 활동하고 싶어 | 박종국 전 육군 대위, 국민의힘 충남 제2선거구 도의원 후보 등록",-0.0768668,0.018309627,0.0012624403,-0.025368096,0.042420708,-0.10254188,-0.115054265,0.011879569,0.013944803,0.027053384,0.004159843,-0.044231035,0.087760255,-0.06438907,-0.13545099,-0.04056369,-0.07274965,0.09292212,0.011432618,-0.016660908,-0.02189371,0.07726689,0.08139275,-0.033663247,-0.167063,0.03914932,-0.06632358,-0.016213547,0.054844722,0.10093479,0.04318548,-0.117948644
2022-04-08,2714,11.9,22.2,0.2,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,"경남노회, 주기철 목사 순교 78주년 기념행사 준비",-0.076569706,0.029208552,-0.00017236546,-0.02796602,0.04184787,-0.074019104,-0.112504974,0.017934691,0.010125229,0.012827352,-0.040027354,-0.03207887,0.09764627,-0.09109666,-0.17315897,-0.0029343553,-0.06392299,0.07895209,0.007316064,-0.018143667,-0.02167698,0.11243942,0.1065878,-0.06549971,-0.1817745,0.056952678,-0.050166514,-0.057321556,0.06175091,0.09844275,0.028419897,-0.12112356
2022-04-09,12267,16.5,25.7,7.6,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,"국가보훈처 황기철 처장, 함안 이태준 기념관   현충시설 방문 [함안소식] | 청주 청남대 '임시정부 기념관' 11일 개관 | [윤석열 파워 엘리트 263人] 윤주경 국회의원",-0.07592004,0.028084511,-0.0037814574,-0.041497394,0.03206143,-0.10029954,-0.13223048,-0.004034113,-0.00022808276,0.041003384,-0.009106519,-0.044924773,0.10407411,-0.055908337,-0.119632505,-0.044510763,-0.06416654,0.13092813,0.009434935,-0.040833667,-0.015218914,0.08751013,0.07171716,-0.042563416,-0.17674503,0.061027493,-0.081595846,-0.025014987,0.055401273,0.12063087,0.049760275,-0.14329234
2022-04-10,12185,16.6,26.3,6.3,0.0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,7.0,"황기철 국가보훈처장 함안군 현충시절 방문 | 국가보훈처 황기철 처장, 함안 이태준 기념관 방문 | 청주 청남대 임시정부 기념관 11일 개관 | 국가보훈처 황기철 처장 함안 이태준 기념관 방문 | 검증된 김포 전문가' 유영록, 민선 8기에 해결하고 싶은 숙제는  | 임종식 경북교육감, 임시정부수립 103주년 행사 | 대한민국 임시정부 수립, 4월11일 대한민국의 시작",-0.0717584,0.032432023,-0.008334396,-0.013860301,0.039747998,-0.08913933,-0.12558079,-0.020571422,0.035596587,-0.0051111393,-0.013175225,-0.03884878,0.09644511,-0.057973422,-0.15112624,-0.022861894,-0.06763265,0.07336582,-0.009955395,-0.032973662,-0.015225783,0.08257761,0.08005355,-0.05149796,-0.15199375,0.07154605,-0.080051064,-0.038471773,0.044721823,0.12420194,0.055196345,-0.11785854
2022-04-11,381,18.4,27.0,9.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.0,"임시정부기념관 초대 관장에 김희곤 안동대 명예교수 | 경북독립운동기념관서 임정수립 기념식 | 오산시, 아동을 위한 '찾아가는 독립기념관' 전시회 22일까지 개최 | 김포시독립운동기념관·양촌청소년문화의집 역사특성화 학교연계 사업 운영 | 광주학생독립운동기념회관, 세월호 참사 8주기 추모 행사 추진 | 공주시, 3.1만세운동 재현행사 열려 | 경북독립운동사 아카데미 수강생 선착순 모집 | [11일 오산시 소식] ‘찾아가는 독립기념관’ 전시회 개최 등 | 오산시 아동을 위한'찾아가는 독립기념관'전시회 개최 | 광복 77주년 기념, 독립기념관-SKT공동 '우리가 그려갈 미래'대국민 그림공모... | 4월12일 알림 | 친환경 생태관광 거점화…안동시, 생태휴양시설 대폭 확충 | 당신은 몰랐을 '임시정부' 비하인드, 베토벤 가곡이 임시정부에서 불렸다  | 제103주년 대한민국 임시정부 수립 기념식 열려 | 워싱턴 정가 발칵 뒤집어 놓았다…흑단령에 갓쓴 조선외교관의 미국 입성기[이... | 전국 광역단체장 4월11일 일정",-0.06747006,0.03377762,-0.011237984,-0.023180956,0.039933443,-0.08387458,-0.12962703,-0.0033832304,0.012407851,-0.0067985766,-0.0089663565,-0.04585077,0.10747985,-0.07430976,-0.16255732,-0.023452597,-0.08150356,0.07940924,0.00046117604,-0.01829463,-0.035116628,0.092439875,0.10082154,-0.06621984,-0.16681737,0.059624437,-0.068554334,-0.041914828,0.06086894,0.116856396,0.04321139,-0.11998559
2022-04-12,2268,18.9,27.6,11.7,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20.0,"'공주 독립운동 역사 한눈에' 영명고 인근에 기념관 개관 | 민족의 성지에서 K-컬처 메카로…독립기념관서 세계 문화박람회 추진 | 박상돈 “독립기념관에서 ‘K-컬처 세계박람회’ 열자” | '옛 대통령 별장 청남대'에 대한민국 임시정부 기념관 개관 | 천안시, 내년 독립기념관서 ‘K-컬처 세계박람회’ 시동 | 오산시, '찾아가는 독립기념관 전시회' 개최 | 광주학생독립기념관, 세월호 참사 8주기 추모 행사 추진 | 오산시, 아동을 위한 '찾아가는 독립기념관' 전시회 개최 | 김희곤 임시정부기념관 초대 관장 임명 | 독립기념관-SKT공동 '우리가 그려갈 미래' 대국민 그림공모 실시 | 천안시, K-컬처 세계박람회 추진 본격 시동 | SR·한전·LH 등 공공기관 104곳 고객만족도 '미흡' | 공공기업 10곳 중 4곳 고객만족도 ‘낙제점’… LH·코레일 등 포함 | 경북기록문화연구원, 옛사진 공모전…6월 말까지 접수 | HUG·마사회·LH 등 공공기관 104곳 고객만족도 '미흡' 등급 | 공공기관 고객만족도 41곳 '우수'…104곳은 '미흡' | SR·한전·LH 등 고객만족도 '미흡'...공공기관의 42% 104곳 | 한전·지역난방공사 등 8개 기관, 고객만족도 최하위 '망신' | 천안시, K-컬처 세계박람회 추진 시동 | 초대 임시정부기념관장에 김희곤 안동대 명예교수",-0.07465601,0.01303095,-0.0048526274,-0.024968797,0.03935773,-0.08423412,-0.120040186,-0.0039655883,-0.00868026,-0.0042107217,-0.007556687,-0.041053616,0.08143277,-0.07381485,-0.1597715,-0.028723588,-0.07198261,0.096450135,0.003846053,-0.008077327,-0.016476661,0.095739275,0.07838362,-0.08255592,-0.16655487,0.060703017,-0.07746414,-0.04704163,0.053723894,0.11457428,0.050701838,-0.124928944
2022-04-13,1748,11.9,16.2,8.4,16.4,3.1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10.0,"천안시, 독립기념관에 K-컬처 세계박람회 추진 | 안동대 김희곤 사학과 명예교수,국립대한민국임시정부기념관 초대 관장 임명 | 지역 항일운동 역사··· 공주독립운동기념관 개관 | 안동대 김희곤 명예교수, 국립대한민국임시정부기념관 초대 관장에 임명 | 충남 천안시, 독립기념관과 함께 K-컬처 세계박람회 추진 | 김희곤 안동대 명예교수, 국립대한민국임시정부기념관 초대 관장 임명 | 유관순 모교 앞에 공주 독립운동기념관 정식 개관 | 천안시, 'K-컬처 세계박람회' 본격 추진 | 안동시. 옛사진 공모전 ‘그해 우리는’ 개최 | 경북기록문화연구원, 제6회 옛사진 공모전 '그해 우리는' 개최",-0.08649052,0.02768955,0.006942657,-0.0690629,0.053504527,-0.1155577,-0.13463943,-0.0059204362,0.009099489,0.030582178,0.017524213,-0.050035667,0.10183732,-0.061831348,-0.15747824,-0.049994096,-0.06404949,0.14366774,0.033823576,-0.048282072,-0.033509016,0.104451954,0.07343619,-0.01612017,-0.2005142,0.046188056,-0.091754094,-0.011928596,0.049342602,0.10930371,0.053440113,-0.15644771
2022-04-14,1484,9.8,11.9,7.6,9.5,3.2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.0,"독립운동 역사를 한눈에… 공주독립운동기념관 개관 | 김희곤 안동대 명예교수, 임시정부기념관 초대관장 임명 | 안동대 김희곤 사학과 명예교수, 국립대한민국임시정부기념관 초대 관장 임명 | 안동대 김희곤 사학과 명예교수,국립대한민국임시정부기념관 초대 관장 임명 | [여기는 안동] 예천군, 베트남 외국인 계절근로자 도입 추진 외 | 김희곤 안동대 명예교수, 임시정부기념관 초대 관장 | 김희곤 안동대 명예교수, 임시정부기념관 초대 관장 임명 | 젊은이 모여 ‘기독교 민주주의 국가’ 건설을 꿈꾸다 | “묻히기 아까운 경험ㆍ삶 담긴 옛사진 찾아요”",-0.08620098,0.035322487,-0.0077770604,-0.06604811,0.057547346,-0.12972671,-0.11914235,0.007260911,0.01332405,0.043779988,0.0247665,-0.07140302,0.10538152,-0.046633348,-0.14407855,-0.056508522,-0.063152835,0.13734429,0.02489331,-0.0368736,-0.03445595,0.11016433,0.08056256,0.0010128431,-0.19109961,0.042794235,-0.07535558,-0.009850487,0.05128838,0.090016395,0.043455005,-0.14148632
