date,attendences,avg_temp,max_temp,min_temp,precipitation,max_hourly_rain,Mon,Tue,Wed,Thu,Fri,Sat,Sun,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,press_count,press_titles
2021-11-17,3873,5.5,13.5,-1.1,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26.0,"오늘 독립기념관서 '순국선열의날' 기념식…홍범도 아들 등 포상 | 경북독립운동기념관서 청산리전투 체험하며 애국심 배운다 | 경북도독립운동기념관, 신흥무관학교 서바이벌 및 사격 대회 개최 | KB국민은행 ‘독립 헌신’ 우당 이회영 영상 공개 | '독립운동'이라는 말은 바뀌어야 한다 | 김총리 ""별처럼 빛난 독립운동가 삶…예우 부족함 없도록 할 것"" | 함안에 독립지사 이태준 기념관 문 열어 | 김부겸 국무총리, 순국선열의날 천안 독립기념관 '방문' | 순국선열의날 기념한 정치권…`독립운동` 강조한與, 천안함 유족 찾은 野 | 독립위한 희생·공헌 숭고한 정신 되새기다 | '또 하나의 별을 노래하자'…독립기념관서 순국선열의 날 기념식 | R]경북여성 항일투쟁 이야기4. ""독립은 정신으로..."" | 독립운동의 성지 안동에서 제82회 순국선열의 날 기념식 열려 | [현장in] 충북 삼일공원서 독립운동가 사진전… ""건강한 역사관 계승해야"" | 김부겸 총리 ""선열들이 지켜낸 오늘, 보다 나은 미래를 후손에게 물려줘야"" | 홍천군청소년수련관, 역사 알기 프로젝트 ‘보.보.역’ 진행 | 창원시 ‘제5회 나라사랑 백일장 대회’ 마쳐 | [#금융톡톡] NH농협은행 '마이데이터 사전 가입 이벤트'·KB국민은행 '우당 이... | '또 하나의 별을 노래하자'… 순국선열의 날 기념식 개최 | [보훈처] “나라·민족 위한 헌신·애국충정 영원히 이어갈 것” | KB국민은행, 우당 이회영 선생 서거일 맞아 일대기 담은 영상 공개 | 김부겸 “선열들 목숨다해 오늘을 지켜…더 나은 미래 물려줘야” | KB국민은행, '우당 이회영' 영상 공개 | 경북도, '제82회 순국선열의 날' 기념식 개최 | 경북 순국선열의 날 기념식 거행 | 양촌청소년문화의집, 청소년수련활동 인증 제8664호 '대한사람 대한으로' 참가..."
2021-11-18,3065,8.5,17.4,1.4,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.0,"경북도독립운동기념관, '만주 망명 110주년 기념 특별기획전' 개최 | KB국민은행 '독립을 위한 가문의 헌신, 우당 이회영' 영상 공개 | 경북도의회 '도 출자·출연기관 방만 경영' 지적 | “순국선열의 고귀한 정신 잊지 않겠습니다” | 경북도의회 ""포항·김천·안동 지방의료원 적자 기록"" | “순국선열의 숭고한 희생 잊지 않겠습니다”"
2021-11-19,3172,10.2,17.5,3.3,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,"순국선열 윤영삼 선생 후손 안성기념관 찾아 훈장 기증 | 행정보건복지위원회, 출자ㆍ출연기관 경영부실 강력 질타"
2021-11-20,6635,9.1,16.1,4.4,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,한인 독립운동 유물 전시 '국민회관' 오늘 재개관…첨단시설에 전시물도 늘어
2021-11-21,6344,8.9,15.0,4.0,0.3,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.0,"안성3.1운동기념관, 안성 독립운동가 윤영삼 선생 훈장 기증 받아 | 道 출자·출연기관 방만 경영쓴소리 | 충청북도시인협회, 백운화상 출생지 전북 문학기행 | 경북도의회 행정보건복지위, 행정사무감사서 합리적 대안 제시 '눈길'"
2021-11-22,494,3.8,10.6,0.2,8.7,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10.0,"광주시교육청, 학생독립운동 직무연수 | 독립기념관, 대한인국민회의 활동을 되새기는 국외특별전 개최 | 임진왜란에 3부자가 목숨 바친 충절의 집안 | 김종식 ""군산만세운동 등 전북독립운동기념관 건립 필요"" | 봉화정자문화생활관, ‘만주로의 여정과 독립의 길’ 전시회 개최 | 상주박물관, 제9회 학술대회 개최 | 상주박물관, `제9회 학술대회` 개최… 존애원 가치 되새겼다 | 경북도의회 행정보건복지위, 도립의료원 공공의료 수익성 강화 주문 | [작은 학교 큰 꿈] 군위 효령초등, 교육과정 재구성해 융합인재교육 실시...승... | '태극기 흔드는 로봇' 고속도로 휴게소에 등장"
2021-11-23,1980,0.2,1.8,-3.6,1.7,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.0,"독립운동기념관-공공산후조리원 설립하자 | 독립기념관, 국외특별전 개최 | 광주교육청, 전국 교원 대상 '학생독립운동 직무연수' 개최 | 나와 다른 사람이 된 박상돈 천안시장 | 상주박물관, 학술대회서 존애원 가치 재조명 | [일제잔재 청산 및 항일 기획시리즈]   항일 투쟁의 산실, 대한민국임시정부 | 안방에서도 생동감 있게 즐기자...코시국 대세 'VR체험 콘텐츠'"
2021-11-24,1775,3.5,11.2,-0.6,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.0,"포천시, 독립운동가·민주화투사 장준하 기념관 건립 추진 | '전봉준·최시형 독립유공자 서훈 불가' 판정을 논박한다 | 몽양기념관, '제14회 몽양 학술심포지엄' 개최 | 양평 몽양기념관, '제14회 몽양 학술심포지엄' 개최 | 양평군 몽양기념관, '제14회 몽양 학술심포지엄' 개최 | 화성시문화재단 제암리3.1운동순국기념관, '문화재 태극기 사진전' 개최"
2021-11-25,2095,5.1,12.7,-0.1,0.3,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.0,"천안시, '숨은 독립운동가' 455명 '발굴' | 안동교육청-밀양교육청 “독립운동 정신 계승” | 안동교육청-밀양교육청, 독립운동사 교육 중요성 공감 협약 | [화제탐방] ‘한국독립운동의 성지’ 경상북도독립운동기념관 | 안동교육지원청, 밀양교육청과 ‘독립운동사 교육 교류사업’에 맞손 | 화성시장, ""수원군공항 이전 재검토...사회적 손실·갈등 해소할 것"""
2021-11-26,2679,3.0,9.8,-3.2,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.0,"양승조 충남지사, 계룡시 방문해 미래 발전 전략 논의 | 상하이 망명기 여운형의 교민사회 활동 조명 | 양승조 충남지사 “군 연계 인프라 확충, 계룡 성장동력 확보” | 양승조 지사, ""군 인프라 확장으로 계룡 성장동력 확보"" | 양승조 지사, ""계룡, 대실지구 개발로 자족도시 기초 마련"" | 충남과 연계 인프라 확충, 계룡 성장동력 확보"
2021-11-27,6189,1.7,9.8,-3.9,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0,"군 연계 인프라 확충, 계룡 성장동력 확보 | 양승조 충남도지사, 계룡시 방문...“군 연계 인프라 확충, 계룡 성장동력 확... | 양승조 충남도지사, “군 연계 인프라 확충, 계룡 성장동력 확보”"
2021-11-28,7131,2.6,12.3,-5.1,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6.0,"만주 독립운동의 역사적 의미를 되새기다 | 상주화령장전투전승기념관서 만주 망명 110주년 특별기획전 | 상주-광복회, 만주 망명 110주년 특별전 | 상주시-광복회 경북지부, 만주 망명 110주년 기념 특별기획전 | 양승조 충남지사, 계룡시 방문 | 軍 연계 인프라 확보 등 계룡시 성장동력 논의"
2021-11-29,367,4.1,12.3,-2.7,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,"우리고장 현충시설 - 완주독립운동추모공원 | 독립운동정신계승사업회 및 대구독립운동기념관건립추진위, 12월4일 2.28기념..."
2021-11-30,1649,5.3,9.4,2.0,26.5,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10.0,"독립기념관, 12월의 독립운동가 전시회 개최 | 오산시, 독립운동사 전시·교육 활성화 업무협약 체결 | 독립운동가 권동진, 3.1운동 직전 일본인 사령관 만났다…왜  | 오산시·독립기념관 독립운동사 활성화 업무협약 | 독립운동가 권동진, 3.1운동 직전 일본인 사령관 만났다…왜  | 국가보훈처 '2021년 12월의 독립운동가' 이종호·김학만·최봉준 선생 선정 | 오산시, 독립운동사 전시·교육 활성화 업무협약 | 압축 성장의 그늘 벗고… 천안 ‘고품격 문화도시’로 거듭난다 | [休-익산] 비밀의 정원·너른 들엔 황금빛 일렁···질곡의 역사 보듬어주다 | [인터뷰] 우원식 의원 ""대통령의 가장 필요한 자질은 나라의 정체성을 바로 세..."
2021-12-01,1746,0.3,2.8,-2.9,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28.0,"[현장영상] 윤석열 ""이준석 대표에 무리한 연락 안 해...당무 복귀 얼마든지"" | 독립기념관-오산시 '역사교육 활성화' 손잡아 | 독립기념관 찾은 윤석열 ""어려운 일 있을 때 원류 되새긴다는 측면서 방문"" | 윤석열, 독립기념관 방문 “어려울수록 원류 되새겨” | 윤석열 “어려운 일 있을수록 원류 되새겨”...2박3일 충청 일정 마무리 | 독립기념관, 역사교육 인식 제고 등 위한 업무협약 체결 | 윤석열, 독립운동 발자취를 따라 | 독립기념관, 2021년 12월의 독립운동가 전시회 개최 | 윤석열 ""지역 중소기업 사내복지 비용 세제 지원하겠다"" | 오산시-독립기념관 업무협약 체결 | 엿새째 2030 표심 잡기 공들인 윤석열 | 윤석열과 독립운동 태극기 | 독립기념관 3.1운동 전시관 찾은 윤석열 ""헌법의 근간…어려워도 원류 되새길... | 윤석열, 이준석 당무 거부에 ""무리한 연락보다 복귀하면~"" | 안성시-경기동부보훈지청, 12월 '이달의 안성독립운동가 황영연(黃永淵) 선생... | [포토뉴스]농협 춘천시지부 도독립운동기념관 건립기금 기탁 | 윤석열 후보 천안아산 민심 청취 경제공약 제시 | 윤석열, 충청 방문 마무리…""검사는 탁상공론 안 해"" | [TJB 리포트] 윤석열 천안,아산 방문..충청권 행보 마무리 | 윤석열 ""종부세, 11억 이상 집 가진 사람들에겐 고문"" | 윤석열 “종부세, 순자산 기준으로 해야…文정부, 보편성 상실한 정권” | 윤석열, 이준석 잠행에도 '충청 행보' 이어져…""무리하게 연락 안할 것"" [TF사... | 尹 5일째 '청년 일정', 일자리도 강조…""상속세로 기업 경영 부담"" | 윤석열, ′청년·경제′ 앞세운 충청 행보 마무리 | 윤석열, ""52시간제 폐지는 아냐""... 유연하게 '적용' | 시민체감·변화 이끄는 특례시 위상 정립 | R]경북여성 항일투쟁이야기5. 고단했던 만주의 삶 | 충청 방문 마무리…“주52시간 유지하되 유연하게”"
2021-12-02,1575,0.7,6.6,-7.1,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.0,"독립운동·민주의거 ""선생님이 먼저 배워올게요"" | 사상 첫 대구감옥 순국 지사 206명 진혼제, 4일 개최 | 윤석열 “종부세, 2% 부자들에게만 때리는 세금 … 억울한 피해 있어” | 마산 3.15, 제주 4·3과 만나다 | 제주 교원 25명 역사 탐방 연수 | 윤석열 “종부세 순자산 기준 매겨야… 문정부 보편성 상실한 정권” | 젊은 도시 화성, 아이 키우기 좋은 도시 향해 발돋움 | 경북여성 항일투쟁이야기 5. 고단했던 만주의 삶 | 제주교원, 경남 3.15 현장 탐방…두번째 상호교류 연수 | [OBS 뉴스오늘2] 젊은층 모이는 화성시…시민 위한 정책은"
2021-12-03,1679,2.8,6.1,0.1,2.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.0,"괴산 출신 권동진 독립사상…탄생 160주년 학술대회 | 독립기념관, 교육부 '교육기부 우수기관' 선정 | 괴산출신 권동진 선생 독립사상…탄생 160년 학술대회 | 문 닫은 기차역, 문화공간으로 변신 | 독립기념관, 2021년 교육기부 우수기관 인증 | 독립기념관, 2021년 교육기부 우수기관 인증 | 독립기념관, 교육기부 우수기관 선정"
2021-12-04,3966,-0.5,5.4,-5.4,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,[포토뉴스] 대구형무소에서 순국한 독립운동가 206인을 기리는 진혼제
2021-12-05,5871,0.4,9.1,-5.6,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7.0,"독립기념관, 2021년 교육기부 우수기관 인증 | 독립기념관 2021년 교육기부 우수기관 인증 | '대구형무소 순국 독립운동가 206인' 첫 진혼제…""너무 늦어 죄송합니다"" | 괴산 출신 권동진 선생 탄생 160주년…독립사상 재조명 | 독립기념관, 교육기부 우수기관 인증 | 괴산 출신 권동진 탄생 160주년 학술대회 | 206명 애국지사 기리는 '진혼제' 행사, 대구 2·28기념중앙공원서 열려"
2021-12-06,445,2.6,12.5,-4.2,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.0,"의정부시청소년수련관, ‘우리는 청소년 독립운동 탐험대’ 프로그램 진행 | 12월의 독립운동가 - 이종호, 김학만, 최봉준 선생 | 김형동 의원, 안동·예천 특별교부세 59억원 확보 | 김형동 의원, 안동·예천 특별교부세 59억원 확보 | 제184회 양산시의회, 제2차 정례회 제2차 본회의 | 제184회 양산시의회 제2차 정례회 제2차 본회의 | 김형동 의원, 행안부 특별교부세 59억 확정 | 김형동 의원, 21년 하반기 안동·예천 특별교부세 59억 원 확보 밝혀 | 김형동 의원, 21년 하반기 안동·예천 특별교부세 59억원 확보! | 양산시의회 정례회 제2차 본회의 개최"
2021-12-07,1929,3.9,12.4,-2.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,"제주항일기념관, '여성독립 운동가 이야기' 교육체험 프로그램 운영 | [야고부] 이 평화로운 하루 일상 | 민주평통 광명시협의회, 여성지도자 등 평화공감 통일염원 현장체험"
2021-12-08,1635,3.8,12.9,-2.4,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.0,"독립기념관 '지역사회공헌인정제' 인증 획득 | 독립기념관, 보건복지부 주관 '지역사회공헌인정제' 인증 획득 | 독립기념관, 보건복지부 주관 ""지역사회공헌인정제"" 인증 획득 | 독립기념관, 보건복지부 주관 ""지역사회공헌인정제"" 인증 획득 | 독립기념관, 보건복지부 주관 ""지역사회공헌인정제"" 인증 획득 | 경북여성독립투쟁이야기6. 일제와 싸우다 전사 | R]경북여성독립투쟁이야기6. 일제와 싸우다 전사 | 경북여성독립투쟁이야기. 일제와 싸우다 전사 | '함안 독립운동사를 담다'…옛 군북역의 변신 | 민주평통 광명시협의회, 평화공감 통일염원 현장체험"
2021-12-09,1477,3.8,10.2,-2.1,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.0,"독립기념관, 한국독립운동인명사전 3~4권 발간 | 독립기념관, 독립운동가 활동 담은 '한국독립운동인명사전' 발간 | 독립기념관, 한국독립운동인명사전 3~4권 발간 | 독립기념관, 한국독립운동인명사전 3~4권 발간 | 독립기념관, '한국독립운동인명사전' 3~4권 발간 | 與, '비니좌' 사퇴 공세…""尹, 혐오병자 노재승 애써 못 본척"" | 제주4·3 특별법 국회 통과. 내년부터 보상금 지급 시작 | [단독]‘한국광복군총사령부 휘장 배지’ 고증 거쳐 복원된 원형 공개"
2021-12-10,1454,5.8,8.8,1.3,0.9,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,"현 정부와 코드 맞추려 한다던 육군 장군의 소신 [김종성의 '히, 스토리'] | 동북아 지식연계망 속 한국 역사학의 발전 | 한국 역사학의 전환 外 [새책]"
2021-12-11,3903,6.1,10.0,2.2,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,"[경북여성 항일투쟁기⑤] 3세대 여성 독립운동가, 투쟁을 잇다"
2021-12-12,4412,2.7,7.0,-3.1,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,"군위교육청, 교육 활성화 위한 관리자 역량 강화 연수 실시"
2021-12-13,294,-2.4,2.1,-6.8,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,
2021-12-14,1614,2.2,6.8,-5.4,0.3,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.0,"[B tv 중부뉴스]독립기념관, 재외동포 청소년에게도 독립운동사 교육 | 독립기념관, 재외동포 청소년 대상 독립운동사 교육 확대 | 독립기념관, 재외동포 청소년 대상 독립운동사 교육 확대 | 대한노인회 충남연합회, 노인지도자 나라사랑 워크숍 실시"
2021-12-15,1287,5.0,9.8,1.7,0.9,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,"경북교육청, 하반기 경상북도 진로교육협의회 개최 | 경북교육청, '하반기 경상북도 진로교육협의회' 개최 | 경북도교육청, 진로교육협의회 열고 진로교육 발전 방안 모색"
2021-12-16,1213,4.8,10.7,1.4,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,탈놀이극 `백두산 호랭이' 내일 증평문화회관서 공연 | 내일 증평문화회관서 극단 꼭두광대 '백두산 호랭이' 공연
2021-12-17,1483,-3.3,5.9,-8.7,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,[김경수의 광주땅 최초 이야기](33)공원
2021-12-18,2477,-4.8,0.4,-12.1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,"‘키맨’ 홍도, 베일 속 불꽃같은 삶"
2021-12-19,2603,-0.6,4.6,-5.0,1.3,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2.0,김상기·홍영기·박민영 공적심사위원께 묻습니다! | [월요아침]역사달력
2021-12-20,323,3.6,11.2,-4.2,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,
2021-12-21,1556,3.7,12.0,-1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,"울산박물관 기획 '광복회 총사령 박상진' 특별전, 2022년 2월 국회의사당서 재... | 예천 문화유산 보존과 정신문화 전파의 첨병 예천박물관"
2021-12-22,1675,0.4,9.1,-5.4,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,"독립기념관, 안전보건공단 주관 ""안전보건경영시스템(KOSHA-MS)"" 인증 획득 | 독립기념관 안전보건공단 주관 안전보건경영시스템(KOSHA-MS) 인증 획득"
2021-12-23,1410,0.4,9.2,-6.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.0,"독립기념관, 학술연구총서 2·3집 발간 | 독립기념관, 독립전쟁 101주년 등 기념 학술연구총서 발간 | 독립기념관, 독립전쟁 101주년, 한국광복군 창설 81주년 기념 학술연구총서 발... | 경북독립운동기념관, 내년부터 청송항일의병기념공원 위탁 운영한다 | 독립기념관, 독립전쟁·광복군창설 기념 학술연구총서 발간 | [기고] 대구시민헌법 '미노리 시게미 조항'을 아시나요 "
2021-12-24,1200,0.0,6.0,-4.6,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.0,"충남도, 독립유공자와 유가족 초청 만남의 날 행사 개최 | 양승조 충남지사 “독립유공자와 유족 예우 시책 발굴·추진 온 힘” | 충남도, 한식대가와 함께하는 독립유공자·유가족 만남 행사 | 경북인의 만주망명 110주년 기획 ""기억해야 할 경북 여성 독립운동가"" | 충남 ""독립유공자와 유족 예우 시책 발굴·추진 온 힘"" | [BOOK소리] 약 광고로 들춰 본 일제강점기 생활문화사"
2021-12-25,1915,-8.8,-4.6,-12.3,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,[경북여성 항일투쟁기 ⑥] 기억해야 할 여성 독립운동가
2021-12-26,2154,-9.8,-5.2,-13.7,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3.0,독립유공자와 유족 예우 시책 발굴·추진 온 힘 | 충남도 독립유공자와 유족 예우 시책 발굴·추진 온 힘 | 양승조 충남지사 “독립유공자와 유족 예우 시책 발굴·추진 온 힘”
2021-12-27,277,-7.2,-1.2,-14.9,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,전시 문화 패러다임의 변화…실감형VR·메타버스 동반 부상
2021-12-28,1712,-3.0,1.7,-8.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.0,"독립기념관-한국공항공사(서울지역본부),공동 기획전 개최 | 광주학생독립운동기념회관, 광주정신 역사탐방 '성료' | 광주학생독립운동기념회관, '광주정신 역사탐방 프로그램' 성료 | '세월호 참사' 단원고 교실 기록물 473점, 국가지정기록물 지정 | 단원고 4·16 기억교실…‘국가기록물’ 지정됐다 | [교육소식] 광주교육청·광주자원봉사센터 인증제 업무협약 등 | 한국공항공사 '대한민국 임시정부 전시회' 개최 | 김포공항서 '임시정부 27년의 여정, 김포로 돌아오다' 감상하세요 | 한국공항공사, '대한민국 임시정부 27년의 여정, 김포로 돌아오다' 개최 | [인터뷰] 박상돈 천안시장, “지역 잠재력 꽃피울 단초 제공하는 시장될 것”"
2021-12-29,1548,1.1,7.3,-5.2,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.0,"제암리3.1운동순국기념관 ‘꿈꾸는 화성 독립운동’ 참가자 모집 | 한국·중국·북한 모두 상훈 수여... 류자명을 아십니까 | '세월호 참사' 단원고 교실…책·걸상 등 473점 국가기록물 지정 | 대한민국 임시정부 27년 여정, 김포공항으로 돌아오다"
2021-12-30,2130,-2.1,1.2,-4.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15.0,"독립기념관 『한국독립운동사 자료총서』60집 발간 | 청송군·경북도독립운동기념관, 청송항일의병기념공원 관리 위·수탁 계약 체... | 청송군-경북독립운동기념관, 청송항일의병기념공원 관리 위·수탁 계약 체결 | 국내외에서 동시적으로 독립선언 준비 [김삼웅의 인물열전 / 민족대표 33인 박... | 경북북부보훈청, 보훈문화교육 활성화 앞장 | 경북도 출자·출연기관 청렴도 '낙제점'…최하 5등급 8곳 | 경북도 출자출연기관 청렴도 부실… 29곳 중 `1등급` 한 곳도 없어 | [신년인터뷰] 박상돈 천안시장 ""민생·경제 회복, 문화·미래 개척에 중점"" | 안동시, 복지행정 추진 만전…삶의 질 높였다 | 경북도 출자출연기관 청렴도 1등급 한 곳도 없다 | 경북도 출자출연·보조기관 청렴도 평가…1등급 전무· 최하등급 8곳 | 경북경제진흥원, 대구경북연구원 등 8곳. 경북도 출자출연 종합청렴도 자체 평... | [영남타워] '문화도시 대구'로 가는 길 | “시민 모두가 체감하는 창원특례시 목표” | 안동시, 행복·복지 안동 구현 위해 총력 다해 총력 다해"
2021-12-31,1830,-5.1,-1.8,-9.2,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.0,"1월 독립운동가에 해녀항일운동 주역…제주 출신 첫 선정 | 청송군,청송항일의병기념공원 관리 위·수탁 계약 체결 | 독립기념관, 한국독립운동사 자료총서 60집 발간 | 서철모 화성시장 '신년사' | 경북도 산하 29개 출자·출연기관 청렴도 '낙제점' | 경북 출자출연기관 청렴도 평가‥1등급 없음 | 계룡시, 50~70세 미만 신중년 경력형 일자리 참여자 모집 | 서철모 시장, ""시민 이익과 편익 높이기 위해 최선 다할 것"""
2022-01-01,4114,-6.5,1.0,-13.2,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,'2022년 1월의 독립운동가'에 제주해녀항일운동 주도 부춘화·김옥련·부덕량...
2022-01-02,2899,-2.3,4.9,-8.6,0.3,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,9.0,"독립기념관, 2022년 1월 독립운동가 '제주 하도리 해녀들' 선정 | 일제 맞선 제주해녀들 '1월의 독립운동가' 선정 | 2022년 1월의 독립운동가로 부춘화·김옥련·부덕량 선생 선정 | 제주해녀 항일운동가 3명 '1월의 독립운동가' 선정 | 해녀항일운동 부춘화·김옥련·부덕량 '1월의 독립운동가' 선정 | 독립기념관, 1월의 독립운동가 선정 전시회 | 독립기념관, 임인년 1월 독립운동가 부춘화·김옥련·부덕량 선정… 전시회 개... | 계룡시, 신중년 경력형 일자리사업 참여자 모집 | 계룡 신중년 일자리 참여 모집"
2022-01-03,323,-4.2,3.0,-11.9,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,"국가보훈처, 이달의 독립운동가에 부춘화 김옥련 부덕량 선생 선정 | 대전보훈청, 이달의 독립운동가 부춘화·김옥련·부덕량 선생 | 경북북부보훈지청, 미래세대 보훈문화 교육 총력"
2022-01-04,1693,-2.2,2.5,-8.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,
2022-01-05,1611,-3.7,3.1,-10.7,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,3.1혁명'의 정명으로 불러야 [김삼웅의 인물열전 / 민족대표 33인 박동완 평...
2022-01-06,1756,-2.7,4.4,-9.0,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,"장휘국 광주시교육감 ""학습결손에 따른 교육력 회복 시급"" | “독립군 키운 최운산 장군이 봉오동전투의 진정한 영웅이죠” | [아! 만주⑫] 신팔균 순국지: 어느 독립군 부부의 비통한 사연을 전하다"
2022-01-07,2686,-4.1,5.0,-11.1,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,
2022-01-08,4101,-1.2,6.5,-10.4,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,군중 모이면 소요는 당연 [김삼웅의 인물열전 / 민족대표 33인 박동완 평전]
2022-01-09,4225,0.7,5.5,-4.8,0.0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,
2022-01-10,308,-1.0,5.1,-7.7,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.0,"더불어민주당 경북선대위, 경북독립기념관·백하구려에서 출범식 개최 | 고려인마을 달빛해설사, 함평 임시정부청사 탐방 | 승리의 주역 되겠다…더불어민주당 경북선대위 12일 출범 | 더불어민주당 경북 선대위 12일 공식 출범 | 더불어민주당 경북선대위, 20대 대선 출범식 개최 | 12일 안동서 민주당 경북선대위 닻 올린다 | 가족들 굶기를 밥먹듯이 [김삼웅의 인물열전 / 민족대표 33인 박동완 평전] | 민주경북, 12일 경북선대위 출범"
2022-01-11,1919,-5.1,0.3,-8.6,0.5,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.0,"민주당 대구시당·경북도당 선대위, 12일 출발 | 민주당 대구·경북 선대위, 12일 나란히 출범 | [인사]퍼블릭뉴스 칼럼니스트 박성기 행정학 교수 | 더불어민주당 경북선대위 12일 공식 출범 | ‘민주당 대구ㆍ경북 선대위’ 12일 나란히 출범"
