date,attendences,avg_temp,max_temp,min_temp,precipitation,max_hourly_rain,Mon,Tue,Wed,Thu,Fri,Sat,Sun,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,press_count,press_titles
2023-03-01,27291,5.7,9.9,2.9,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,
2023-03-02,2877,1.5,5.9,-3.4,0.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,38.0,"밭으로 변한 독립운동가 집터, 버려진 안내판... 복원은 언제쯤  | “재외동포청, 독립기념관 있는 천안에 신설해야” | 독립기념관, 민간기업과 독립운동 후손 돕기 나서 | 신관빈 선생 등 독립유공자 32명… 독립기념관 주소로 호적 생긴다 | 김두관 국회의원, 양산항일독립기념관 방문 | 하동독립공원서 3.1운동 104주년 기념행사 | [B tv 중부뉴스]“대한 독립 만세”...4년 만에 3.1절 대면 행사 | 독립기념관 앞, 충남지역 강제동원 노동자상 제막식 열려  | 김포시, 김포독립운동기념관서 제104주년 3.1절 기념식 | 1,919명 대국민 참여, 104년 전 독립을 외치다. | [포토뉴스] 경북 안동시, 제104주년 3.1절 기념식에서 권기창 안동시장 “대한... | [서거 80주년 독립운동가 백산 안희제] 민족사상 고취자 … 민족교육 선각자 ... | 재외동포청천안유치추진위 ""순국선열의 고장 천안에 설치돼야"" | 지지율 1위' 김기현, 과반이냐 결선이냐…與 오늘 마지막 연설회 | 與전대 격차 더 벌린 김기현…지지율 46% 과반 눈앞[여론조사공정] | 나주시, 제104주년 3.1절 기념식 개최 | 국민의힘 전당대회 D-7… TK 누빈 김기현, ‘울산 땅’ 물고 늘어지는 安·千... | 위안부 문제 해결 약속 지켜달라 할머니들 호소 | 화성시, 3.1절 기념식 열어 | 나주시, '제104주년 3.1절 기념식' 개최 | 병천순대의 그 '병천'… 미각 유혹하는 천안 병천시장 | 與책임당원협의회, 김기현 강력 지지…安·千·黃 싸잡아 비판 | [사설] 천안시도 시동 걸고 나선 재외동포청 유치전 | 나주·장성 ·화순 104주년 3.1절 기념식 자체 개최 | 공주시, 제104주년 3.1절 기념식 개최 | 김기현 “경북도의원 전원이 지지”… 안철수 “대통령실-비대위 불공정” | 경북 안동 찾은 김기현 후보…권기창 시장, 김형동 의원과 손 맞잡아 | 교보교육재단, 청소년 창의리더십 체인지 아카데미 성료 | [충청브리핑] 충북도의회 해외연수 ‘취소’… ‘기내 음주 추태’ 불똥 | 화성시, 제104회 3.1절 기념식 개최 | 교보교육재단, 청소년 창의리더십 ‘체인지 아카데미’ 성황리 마쳐 | [종합] 안철수의 '작심' ""대통령실 불공정하다"" 마지막 승부수...김기현 '땅투... | [투/리포트]104주년 삼일절 '나라사랑 되새겨요' | 컴퍼니합, 카카오메이커스서 소노벨 천안 베스트 초이스 패키지 선봬 | 故강길원 화백 추모전 개최, 다시-구상시대(具象時代) | 우관 김종범 '전라북도 예술의 맥', 29일까지 열려 | AI·코딩교육 기반 없는데… 미래인재 양성 ‘속빈 강정’ <59> 경기도 여주시 | [영상] 경북·대구 3.1절 기념식…4년 만에 만세삼창"
2023-03-03,3295,2.6,12.0,-6.7,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.0,"독립기념관, 3월의 독립운동가 권애라·신관빈·심영식·임명애 선정… 전시회... | 황당한 3.1절 퀴즈, 여러분이 직접 비교해 주십시오 | 임종성 의원 ""재외동포 권익 신장 위해 최선 다할 것"" | [오늘 날씨] 비교적 포근...건조함 주의 | 패션'을 '예술'이라 부르는 이유 | “재외동포청 우리 도시로…” 유치 4파전 | 장복만 동원개발 회장, 납세자의 날 '대통령 표창' 수상 영예"
2023-03-04,8476,4.7,13.3,-2.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3.0,“항일 투쟁의 흔적을 찾아서”…경기도 3.1운동 유적지 3곳 소개[주말엔] | “지역 정체성 찾자”…요금소·역 명칭 개정 잇따라 | [최명희문학관의 어린이손글씨마당] 8. 자랑스러운 우리나라와 태극기
2023-03-05,8463,5.8,16.2,-2.8,0.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3.0,"독립기념관, 삼일절 기념 가족 대상 답사형 교육프로그램 성료 | 독립기념관, 삼일절 기념 가족 대상 답사형 교육프로그램 성료 | 부산 향토기업 동원개발 모범납세로 사회적 책임 앞장"
2023-03-06,827,6.4,17.4,-3.4,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10.0,"청송 독립운동 해설사 양성과정 개설 | 독립기념관, 제104주년 삼일절… 가족 대상 '체험형 답사프로그램' 성료 | 이상설 선생 기념관 준공 `눈앞' | 독립기념관, 3.1절 기념 체험형 답사프로그램 성료 | 청송군, 독립운동 해설사 양성과정 개설 | “재외동포청, 우리 지역에” 치열한 유치전 | [6일 안성시 소식] 쓰레기 특별처리대책 시행 등 | 경북도, 제104주년 3.1절 기념식 개최 | 신설 재외동포청 유치 나선 지자체들 “우리가 최적지” | [맷돌고성(孤聲)] 해월 최시형"
2023-03-07,2480,10.1,20.5,0.6,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10.0,"2023년 광복절부터 천안 독립기념관 ‘K-컬처’ 신거점된다 | 해남군, 공룡박물관에서 ‘독립 만세’ 함성 느껴 | 청송군, 독립운동 해설사 양성과정 운영 | 유관순상 수상자에 '최정숙을 기리는 모임' | 일제 맞선 사람들 잊지 않으려... 365일 '태극기'가 걸린 곳 | 730만 재외동포 정책 총괄 재외동포청 유치 경쟁 본격화 | 항일운동 앞장선 선배들의 희생정신 잇자 | 해남군, 공룡박물관에서 3.1절 기념 특별기획 사진전 개최 | 최정숙을 기리는 모임' 제22회 유관순상 수상자 선정 | 제22회 유관순상 '최정숙을 기리는 모임' 선정"
2023-03-08,2180,12.0,21.1,3.3,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10.0,"정명근 화성시장, 제암리 '화성 독립기념관' 현장점검 나서 | [B tv 중부뉴스]‘천안 K-컬처 박람회’...8월 독립기념관서 개최 | 천안시 '도의원 간담회 개최'…충남도 예산확보 총력 | [청송24시] 청송군, 사과산업 미래경쟁력 확보 '총력전' | 유관순상위원회, 제22회 유관순상 수상자 선정 | 62년만에 부 승격… 국민 통합·국가 정체성 확립 ‘최우선 과제’ | 양영두 사선문화제 위원장, 전북 임실 3.15 만세운동과 민족대표 박준승 선생... | [8일 화성시 소식] 정명근 시장 '기아 오토랜드 화성' 방문 등 | [인터뷰] '인천서 제조업 운영' 30년간 봉사·기부 앞장 성명용 씨 | 투/'최정숙을 기리는 모임' 유관순상 수상자 선정"
2023-03-09,2288,12.6,20.4,4.8,0.2,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.0,"정명근 화성시장, 화성시독립운동기념관 건립 현장 방문 | 정명근 화성시장, ""화성독립운동가의 고귀한 희생 정신 기억하겠다"" | 정명근 화성시장, 화성시독립운동기념관 건립 현장 방문 | 제22회 유관순상에 ‘최정숙을 기리는 모임’ | 한국청소년활동진흥원, 온라인 청소년활동 '방과후 놀러ON 홈캠프' 성료 | 제22회 유관순상에 '최정숙을 기리는 모임' | 한국청소년활동진흥원, 취약계층 위한 '방과후 놀러ON 홈캠프' 성료 | 정명근 화성시장이 제암리를 찾은 까닭…“역사를 잊은 민족에게는 미래가 없... | [문화산책] 삼천만의 열망이 만들어낸 기적"
2023-03-10,2916,12.3,23.3,1.2,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.0,"충청의 아들 윤석열, 독립투사 희생 부정 | 정명근 화성시장,화성시독립운동기념관 건립 현장 방문 | 하동 3.1운동 주역 김응탁 선생 후손 4년째 장학기금 쾌척 | 진주시, '형평운동 100주년 기념사업 준비위원회'회의 개최 [서부경남] | 서울 국립전통예술고등학교 ‘백채현’ 22회 유관순횃불상 수상 | 하동 3.1운동 주역 김응탁 선생 후손 4년째 장학기금 쾌척"
2023-03-11,7614,14.9,24.7,5.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3.0,"영덕도서관, 경북 독립운동사 아카데미 수강생 모집 | 가장 오래된 애국가 음원 찾았다 | 가장 오래된 애국가 음원 찾았다…1942년 7월 6일 VOA 방송"
2023-03-12,3037,6.0,11.8,1.4,10.2,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.0,"양영두 위원장, 독립운동가 박준승 추모 강연 | 영덕도서관, 경북 독립운동사 아카데미 수강생 모집 | 영덕도서관, 경북 독립운동사 아카데미 수강생 모집 | 3.1운동 주역 김응탁 선생 후손 4년째 장학기금 쾌척 | [忠淸道 축제] 천안 능수버들처럼 ‘흥’ 넘치는 도시 | 최정숙을 기리는 모임' 22회 유관순상 수상 | 양영두 사선문화제전위원장, 15일 임실문화원에서 3.1만세운동 특별 강연회"
2023-03-13,919,3.2,9.1,-1.8,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.0,"경북교육청, '별처럼 빛나는 영양 독립운동' 발간 | 경북교육청, 초등교재 ‘별처럼 빛나는 영양 독립운동 이야기’ 펴내 | [사설] 기대되는' 화성시 독립운동기념관' | [3.1운동 104주년 특집 특별기고3] 당진 3.1운동은 최초 혹은 최대의 독립만세... | 천안시, 석오 이동녕 선생 서거 제83주기 추모제 열어 | 천안시, 석오 이동녕 선생 서거 제83주기 추모제 거행 | 이정문 의원, 천안시 강소특구 확장사업 등 현안사업 협의 | 나누며하나되기, 고려인 역사탐방 진행 | 동양일보 독자권익위원회 구성…13일 7명 위원 위촉식 | 「역사가 쏙쏙」한국사 인물 & 세계사 인물 - '광개토 대왕' '잔다르크' | 이정문 국회의원 ""천안시, 강소특구 6산단까지 확장해야"" | 한국경영인증원, 2023년 상반기 공정채용 우수기관 인증 설명회 | 이정문 의원, '2024 정부예산 확보를 위한 천안시-국회의원 간담회' 참석 | 나누며하나되기, 고려인과 전통문화 및 역사탐방 | 이정문 의원, 천안시 강소특구 확장사업 등 현안사업 협의"
2023-03-14,3014,7.8,17.2,-1.5,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10.0,"경북 안동까지 가야 하는데… 부산독립기념관 또 미루나 | 경북교육청, 쉽게 배우는 우리 지역 독립운동 이야기 | ‘천안8경’ 영상 콘텐츠 공모 | [재외동포청 잡아라] 천안 “지리적 이점·역사성 강점” | 천안시, 석오 이동녕선생 '제83주기 추모제' 거행 | 동양일보 독자권익위원회 올해 첫 회의 | 천안문화재단, ‘천안8경’ 영상 콘텐츠 공모전…총상금 500만 원 | 천안8경' 영상으로 담아주세요!..천안문화재단, 총 상금 500만원 내건 영상 ... | 이재랑 정의당 대변인 ""5·18 북한 개입 망언, 김광동 위원장 해임해야"" | 연진아. 나 지금 TMI 알려줘서 되게 신나. ‘더 글로리’ 송혜교 TMI 12."
2023-03-15,2202,9.4,18.5,0.9,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,
2023-03-16,2570,5.1,10.7,-1.9,0.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,
2023-03-17,3289,6.5,13.0,-1.1,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.0,"신부로 여장하고 3층에서 뛰어내려 불꽃같았던 나의 할아버지, 의사 나창헌 | 한독당 중심 임시정부 비판하며 신한민주당 창당 | 무신사플레이어, 스포츠 프로구단 유니폼 확대 | 남사예담촌 고택과 매화 봄이 즐거운 꽃소식"
2023-03-18,7314,7.8,13.7,3.2,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,
