Model,MAE,RMSE,R2,MAPE,NRMSE
LinearRegression,1888.7183826227956,2937.1469716236365,0.36667622680022216,85.43757247179722,0.8028720913056984
DecisionTree,1509.7903091159812,2667.459853033189,0.47763963504553475,59.19760665026074,0.7291528450463847
RandomForest,1155.8514444595248,2160.1452246940753,0.657437095759169,39.513870477638115,0.5904778789858883
KNN,1971.7297142857146,3189.1765697785518,0.2533250824323623,108.34796115746295,0.871764636519299
SVR,2018.1060979821548,3765.029397354662,-0.04066554569685432,87.91836941947433,1.0291745885670016
XGBoost,1178.4040604248046,2126.7312342978257,0.6679529303107036,47.81876650512368,0.5813441309618745
