"	232",천안,2022-05-17,,,
"	232",천안,2022-05-18,,,
"	232",천안,2022-05-19,,,
"	232",천안,2022-05-20,,,
"	232",천안,2022-05-21,,,
"	232",천안,2022-05-22,,,
"	232",천안,2022-05-23,,,
"	232",천안,2022-05-24,,,
"	232",천안,2022-05-25,0.9,0.9,23:01
"	232",천안,2022-05-26,5.6,5.5,0:01
"	232",천안,2022-05-27,,,
"	232",천안,2022-05-28,,,
"	232",천안,2022-05-29,,,
"	232",천안,2022-05-30,0.1,0.1,
"	232",천안,2022-05-31,,,
"	232",천안,2022-06-01,,,
"	232",천안,2022-06-02,,,
"	232",천안,2022-06-03,,,
"	232",천안,2022-06-04,,,
"	232",천안,2022-06-05,2.4,0.9,13:23
"	232",천안,2022-06-06,2.5,2.2,11:42
"	232",천안,2022-06-07,0,0,
"	232",천안,2022-06-08,0,0,
"	232",천안,2022-06-09,0,0,
"	232",천안,2022-06-10,,,
"	232",천안,2022-06-11,,,
"	232",천안,2022-06-12,,,
"	232",천안,2022-06-13,,,
"	232",천안,2022-06-14,1.2,0.9,15:09
"	232",천안,2022-06-15,17.1,8.2,2:34
"	232",천안,2022-06-16,,,
"	232",천안,2022-06-17,,,
"	232",천안,2022-06-18,,,
"	232",천안,2022-06-19,,,
"	232",천안,2022-06-20,,,
"	232",천안,2022-06-21,,,
"	232",천안,2022-06-22,,,
"	232",천안,2022-06-23,45.3,30.1,19:46
"	232",천안,2022-06-24,12,11.1,2:10
"	232",천안,2022-06-25,,,
"	232",천안,2022-06-26,,,
"	232",천안,2022-06-27,1,0.9,16:59
"	232",천안,2022-06-28,0.1,0.1,
"	232",천안,2022-06-29,55.5,14.7,21:59
"	232",천안,2022-06-30,30.9,15.2,4:08
"	232",천안,2022-07-01,,,
"	232",천안,2022-07-02,,,
"	232",천안,2022-07-03,1.9,1.9,20:16
"	232",천안,2022-07-04,2.5,2.5,2:01
"	232",천안,2022-07-05,0,0,
"	232",천안,2022-07-06,,,
"	232",천안,2022-07-07,4,3.9,17:46
"	232",천안,2022-07-08,1,1,5:16
"	232",천안,2022-07-09,,,
"	232",천안,2022-07-10,2,2,22:56
"	232",천안,2022-07-11,13.3,3.9,2:00
"	232",천안,2022-07-12,,,
"	232",천안,2022-07-13,36.1,13.7,17:16
"	232",천안,2022-07-14,2.8,1.8,0:02
"	232",천안,2022-07-15,,,
"	232",천안,2022-07-16,0.5,0.4,12:13
"	232",천안,2022-07-17,,,
"	232",천안,2022-07-18,8.4,2.9,8:46
"	232",천안,2022-07-19,,,
"	232",천안,2022-07-20,0,0,
"	232",천안,2022-07-21,22.1,7.5,2:13
"	232",천안,2022-07-22,0.7,0.7,16:03
"	232",천안,2022-07-23,10.3,5.9,19:48
"	232",천안,2022-07-24,2.5,2,3:17
"	232",천안,2022-07-25,,,
"	232",천안,2022-07-26,,,
"	232",천안,2022-07-27,,,
"	232",천안,2022-07-28,,,
"	232",천안,2022-07-29,,,
"	232",천안,2022-07-30,0,0,
"	232",천안,2022-07-31,8.9,4.3,17:52
"	232",천안,2022-08-01,16.5,4.3,4:22
"	232",천안,2022-08-02,0.3,0.2,
"	232",천안,2022-08-03,3,3,9:40
"	232",천안,2022-08-04,0,0,
"	232",천안,2022-08-05,0,0,
"	232",천안,2022-08-06,0,0,
"	232",천안,2022-08-07,,,
"	232",천안,2022-08-08,9.1,8.5,14:35
"	232",천안,2022-08-09,18.4,5.2,4:56
"	232",천안,2022-08-10,101.5,28.4,1:59
"	232",천안,2022-08-11,75.6,16.3,6:01
"	232",천안,2022-08-12,0.1,0.1,
"	232",천안,2022-08-13,27.7,12.7,22:30
"	232",천안,2022-08-14,14.8,5.1,11:21
"	232",천안,2022-08-15,10.6,10.2,21:46
"	232",천안,2022-08-16,0.5,0.3,7:13
"	232",천안,2022-08-17,0.1,0.1,
"	232",천안,2022-08-18,,,
"	232",천안,2022-08-19,,,
"	232",천안,2022-08-20,3.1,1.7,3:43
"	232",천안,2022-08-21,,,
"	232",천안,2022-08-22,,,
"	232",천안,2022-08-23,8,4.5,7:43
"	232",천안,2022-08-24,0,0,
"	232",천안,2022-08-25,0.5,0.3,18:15
"	232",천안,2022-08-26,,,
"	232",천안,2022-08-27,,,
"	232",천안,2022-08-28,,,
"	232",천안,2022-08-29,0.9,0.4,11:49
"	232",천안,2022-08-30,70,12.3,9:21
"	232",천안,2022-08-31,5.9,2.9,2:15
"	232",천안,2022-09-01,,,
"	232",천안,2022-09-02,,,
"	232",천안,2022-09-03,,,
"	232",천안,2022-09-04,4.4,1.8,22:07
"	232",천안,2022-09-05,76.5,11.4,18:29
"	232",천안,2022-09-06,50.2,12.8,3:53
"	232",천안,2022-09-07,,,
"	232",천안,2022-09-08,,,
"	232",천안,2022-09-09,,,
"	232",천안,2022-09-10,,,
"	232",천안,2022-09-11,,,
"	232",천안,2022-09-12,0,0,
"	232",천안,2022-09-13,0,0,
"	232",천안,2022-09-14,0,0,
"	232",천안,2022-09-15,,,
"	232",천안,2022-09-16,0.2,0.2,
"	232",천안,2022-09-17,0,0,
"	232",천안,2022-09-18,0,0,
"	232",천안,2022-09-19,,,
"	232",천안,2022-09-20,,,
"	232",천안,2022-09-21,,,
"	232",천안,2022-09-22,,,
"	232",천안,2022-09-23,2,1.3,13:17
"	232",천안,2022-09-24,,,
"	232",천안,2022-09-25,,,
"	232",천안,2022-09-26,,,
"	232",천안,2022-09-27,,,
"	232",천안,2022-09-28,,,
"	232",천안,2022-09-29,,,
"	232",천안,2022-09-30,,,
"	232",천안,2022-10-01,,,
"	232",천안,2022-10-02,2.1,1.1,19:24
"	232",천안,2022-10-03,19.5,5.2,20:52
"	232",천안,2022-10-04,52,25.3,2:24
"	232",천안,2022-10-05,,,
"	232",천안,2022-10-06,0,0,
"	232",천안,2022-10-07,0,0,
"	232",천안,2022-10-08,,,
"	232",천안,2022-10-09,17.3,2.8,18:37
"	232",천안,2022-10-10,7.2,2.7,22:02
"	232",천안,2022-10-11,0.1,0.1,
"	232",천안,2022-10-12,,,
"	232",천안,2022-10-13,,,
"	232",천안,2022-10-14,,,
"	232",천안,2022-10-15,,,
"	232",천안,2022-10-16,,,
"	232",천안,2022-10-17,,,
"	232",천안,2022-10-18,,,
"	232",천안,2022-10-19,,,
"	232",천안,2022-10-20,,,
"	232",천안,2022-10-21,,,
"	232",천안,2022-10-22,,,
"	232",천안,2022-10-23,,,
"	232",천안,2022-10-24,,,
"	232",천안,2022-10-25,,,
"	232",천안,2022-10-26,,,
"	232",천안,2022-10-27,,,
"	232",천안,2022-10-28,,,
"	232",천안,2022-10-29,,,
"	232",천안,2022-10-30,,,
"	232",천안,2022-10-31,,,
"	232",천안,2022-11-01,,,
"	232",천안,2022-11-02,,,
"	232",천안,2022-11-03,,,
"	232",천안,2022-11-04,,,
"	232",천안,2022-11-05,,,
"	232",천안,2022-11-06,,,
"	232",천안,2022-11-07,0,,
"	232",천안,2022-11-08,,,
"	232",천안,2022-11-09,,,
"	232",천안,2022-11-10,,,
"	232",천안,2022-11-11,,,
"	232",천안,2022-11-12,14.5,,
"	232",천안,2022-11-13,0.4,,
"	232",천안,2022-11-14,,,
"	232",천안,2022-11-15,4.3,,
"	232",천안,2022-11-16,0.1,,
"	232",천안,2022-11-17,,,
"	232",천안,2022-11-18,,,
"	232",천안,2022-11-19,,,
"	232",천안,2022-11-20,,,
"	232",천안,2022-11-21,,,
"	232",천안,2022-11-22,0.5,,
"	232",천안,2022-11-23,,,
"	232",천안,2022-11-24,,,
"	232",천안,2022-11-25,,,
"	232",천안,2022-11-26,0,,
"	232",천안,2022-11-27,,,
"	232",천안,2022-11-28,20.5,,
"	232",천안,2022-11-29,2.9,,
"	232",천안,2022-11-30,,,
"	232",천안,2022-12-01,,,
"	232",천안,2022-12-02,,,
"	232",천안,2022-12-03,0.3,,
"	232",천안,2022-12-04,,,
"	232",천안,2022-12-05,,,
"	232",천안,2022-12-06,1.5,,
"	232",천안,2022-12-07,0.5,,
"	232",천안,2022-12-08,,,
"	232",천안,2022-12-09,,,
"	232",천안,2022-12-10,,,
"	232",천안,2022-12-11,,,
"	232",천안,2022-12-12,0.7,,
"	232",천안,2022-12-13,11.2,,
"	232",천안,2022-12-14,0.1,,
"	232",천안,2022-12-15,2.9,,
"	232",천안,2022-12-16,,,
"	232",천안,2022-12-17,2,,
"	232",천안,2022-12-18,,,
"	232",천안,2022-12-19,,,
"	232",천안,2022-12-20,,,
"	232",천안,2022-12-21,3.4,,
"	232",천안,2022-12-22,0.3,,
"	232",천안,2022-12-23,5.6,,
"	232",천안,2022-12-24,,,
"	232",천안,2022-12-25,,,
"	232",천안,2022-12-26,,,
"	232",천안,2022-12-27,,,
"	232",천안,2022-12-28,0.1,,
"	232",천안,2022-12-29,,,
"	232",천안,2022-12-30,0.2,,
